target,source,value
BUS_GASOLINE_SD,GASOLINE,18.559378037951895
CAR_PHEV_SD,GASOLINE,101.0650155889061
SUV_GASOLINE_SD,GASOLINE,13889.610926203522
NG_EXP_EH,HEAT_LOW_T,61.339425573459295
SHIP_OIL_TANKER_ELD,HFO,1684.3378151860006
SHIP_BULK_CARRIER_ELD,HFO,2237.7075696982624
SHIP_CONTAINER_ELD,HFO,1277.5054505949201
ELECTRICITY_EHV,HYDRO_DAM,127918.533528
ELECTRICITY_EHV,HYDRO_RIVER,73573.19568
COAL,IMP_COAL,3416.617911699999
DIESEL,IMP_DIESEL,35845.157782233095
ELECTRICITY_EHV,IMP_ELECTRICITY_EHV,34401.675632426624
GASOLINE,IMP_GASOLINE,74844.72565448472
HFO,IMP_HFO,5199.550835479183
JETFUEL,IMP_JETFUEL,19883.28521866413
LFO,IMP_LFO,26486.019215142216
NG_EHP,IMP_NG_EHP,61339.425573459295
PROPANE,IMP_PROPANE,74.30204866000072
HEAT_HIGH_T,IND_BOILER_COAL,2800.5064849999994
HEAT_HIGH_T,IND_BOILER_GAS,39267.47907
HEAT_HIGH_T,IND_BOILER_OIL,16780.393305
ELECTRICITY_HV,IND_COGEN_WOOD,5656.570187599999
HEAT_HIGH_T,IND_COGEN_WOOD,16636.971139999998
PLANE_FREIGHT_ELD,JETFUEL,428.329616589
PLANE_SH_LD,JETFUEL,19454.955602075133
MOBILITY_FREIGHT_MD,LCV_DIESEL_MD,64.14622098985551
MOBILITY_FREIGHT_SD,LCV_DIESEL_SD,3820.2967100452465
MOBILITY_FREIGHT_MD,LCV_GASOLINE_MD,5214.598611991997
MOBILITY_FREIGHT_SD,LCV_GASOLINE_SD,8309.285352370478
MOBILITY_FREIGHT_MD,LCV_PROPANE_MD,32.45331191200073
MOBILITY_FREIGHT_SD,LCV_PROPANE_SD,41.848736748
IND_BOILER_OIL,LFO,19230.33072753
DEC_BOILER_OIL,LFO,7255.688487612216
NG_EXP_EH,NG_EHP,61339.425573459295
NG_HP,NG_EXP_EH,61339.425573459295
NG_MP,NG_EXP_HM,61195.03667179893
NG_LP,NG_EXP_ML,18953.239464609454
BUS_CNG_SD,NG_HP,21.462647356054415
NG_EXP_HM,NG_HP,61195.03667179893
SCHOOLBUS_CNG_SD,NG_HP,122.92625430430775
DEC_BOILER_GAS,NG_LP,18953.239464609454
DHN_BOILER_GAS,NG_MP,2188.9685557894736
NG_EXP_ML,NG_MP,18953.239464609454
IND_BOILER_GAS,NG_MP,40052.82865140001
MOBILITY_FREIGHT_ELD,PLANE_FREIGHT_ELD,428.329616589
MOBILITY_PASSENGER_LD,PLANE_SH_LD,19454.955602075133
