target,source,value
INDUSTRY,EUD_LIGHTING,11113.422999999999
SERVICES,EUD_LIGHTING,14443.524
INDUSTRY,EUD_HEAT_HIGH_T,141396.898
SERVICES,EUD_HEAT_HIGH_T,1279.116
AGRICULTURE,EUD_HEAT_LOW_T_HW,109.557
HOUSEHOLDS,EUD_HEAT_LOW_T_HW,13315.92
INDUSTRY,EUD_HEAT_LOW_T_HW,1176.9360000000001
SERVICES,EUD_HEAT_LOW_T_HW,3449.7
AGRICULTURE,EUD_HEAT_LOW_T_SH,986.0219999999999
HOUSEHOLDS,EUD_HEAT_LOW_T_SH,67815.65
INDUSTRY,EUD_HEAT_LOW_T_SH,6154.3279999999995
SERVICES,EUD_HEAT_LOW_T_SH,24906.024
