target,source,value
COMMUTER_RAIL_ELEC_MD,ELECTRICITY_HV,5.91701770253555
DEC_HP_ELEC,ELECTRICITY_LV,24361.897281203823
DHN_HP_ELEC,ELECTRICITY_MV,15952.200844291528
TRAFO_ML,ELECTRICITY_MV,99198.71474636097
TRAFO_MH,ELECTRICITY_MV,2955.9046229276923
CAR_EV_SD,ELECTRICITY_MV,8710.162020658721
FT,ELECTRICITY_MV,33.16622256744523
GASIFICATION_H2,ELECTRICITY_MV,46.95631921808067
CAR_EV_MD,ELECTRICITY_MV,8535.885002808001
CAR_EV_LD,ELECTRICITY_MV,1090.0877694649826
H2_COMP_MH,ELECTRICITY_MV,63.330148623991924
HEAT_LOW_T,FT,3275.1644785352164
BIO_DIESEL,FT,8291.555641861307
H2_MP,GASIFICATION_H2,504.906658258932
HEAT_HIGH_T,GASIFICATION_H2,145.4131175785724
COACH_GASOLINE_LD,GASOLINE,50.796152829957485
SCHOOLBUS_BIOETOH_E10_SD,GASOLINE,265.024604076216
COACH_GASOLINE_MD,GASOLINE,28.039710878714132
H2_HP,H2_COMP_MH,6333.014862399193
LCV_FC_H2_SD,H2_HP,6333.014862399193
H2_COMP_MH,H2_MP,6333.014862399193
CO2_TO_DIESEL,H2_MP,1363.0345346730835
CO2_TO_JETFUELS,H2_MP,2255.525930266628
NG_PYROLYSIS_PLASMA,HEAT_HIGH_T,3316.056914948607
CARBON_CAPTURE,HEAT_HIGH_T,25111.011706664525
NG_EXP_EH,HEAT_LOW_T,40.78704523863058
ELECTRICITY_EHV,HYDRO_DAM,127918.533528
ELECTRICITY_EHV,HYDRO_RIVER,73573.19568
BIO_ETHANOL,IMP_BIO_ETHANOL,5706.084967996159
ELECTRICITY_EHV,IMP_ELECTRICITY_EHV,33889.0
JETFUEL,IMP_JETFUEL,19175.69046243538
LFO,IMP_LFO,0.002812292321538787
NG_EHP,IMP_NG_EHP,40787.04523863058
HEAT_HIGH_T,IND_BOILER_WASTE,1929.6799379966258
HEAT_HIGH_T,IND_BOILER_WOOD,48745.80913661883
HEAT_HIGH_T,IND_DIRECT_ELEC,70233.53096185475
PLANE_SH_LD,JETFUEL,18687.59430969185
PLANE_FREIGHT_ELD,JETFUEL,488.0961527435371
MOBILITY_FREIGHT_SD,LCV_FC_H2_SD,6333.014862399193
DHN_BOILER_OIL,LFO,0.0005483386609028873
DEC_BOILER_OIL,LFO,0.0022639536606358997
METHANOL,METHANE_TO_METHANOL,5925.064857765923
SHIP_BULK_CARRIER_MEOH_ELD,METHANOL,2549.9438129743885
SHIP_OIL_TANKER_MEOH_ELD,METHANOL,1919.3601742034073
SHIP_CONTAINER_MEOH_ELD,METHANOL,1455.7608705881246
ELECTRICITY_EHV,NEW_HYDRO_DAM,11845.394908715882
ELECTRICITY_MV,NEW_WIND_ONSHORE,130853.78389637051
NG_EXP_EH,NG_EHP,40787.04523863058
NG_HP,NG_EXP_EH,40787.04523863058
NG_MP,NG_EXP_HM,26877.03843198498
NG_EXP_HM,NG_HP,26877.03843198498
SEMI_LH_CNG_LD,NG_HP,5310.745974191912
SEMI_LH_CNG_ELD,NG_HP,7908.232715718732
BUS_CNG_SD,NG_HP,691.0281167349676
NG_PYROLYSIS_PLASMA,NG_MP,17390.66927025014
DHN_BOILER_GAS,NG_MP,1191.278425962424
METHANE_TO_METHANOL,NG_MP,8295.090735772419
H2_MP,NG_PYROLYSIS_PLASMA,9314.766615024177
HEAT_LOW_T,NG_PYROLYSIS_PLASMA,2272.8030540658992
MOBILITY_FREIGHT_ELD,PLANE_FREIGHT_ELD,488.0961527435371
MOBILITY_PASSENGER_LD,PLANE_SH_BIO_LD,5130.54260910363
MOBILITY_PASSENGER_LD,PLANE_SH_LD,18687.59430969185
HYDRO_RIVER,RES_HYDRO,73573.19568
NEW_HYDRO_DAM,RES_HYDRO,11845.394908715882
HYDRO_DAM,RES_HYDRO,127918.533528
NEW_WIND_ONSHORE,RES_WIND_ONSHORE,130853.78389637051
MOBILITY_PASSENGER_SD,SCHOOLBUS_BIOETOH_E10_SD,296.6693329211373
MOBILITY_FREIGHT_ELD,SEMI_LH_CNG_ELD,7908.232715718732
MOBILITY_FREIGHT_LD,SEMI_LH_CNG_LD,5310.745974191912
MOBILITY_FREIGHT_MD,SEMI_SH_BIODIESEL_B100_MD,8291.555641861307
MOBILITY_FREIGHT_MD,SEMI_SH_HY_DIESEL_MD,886.238319033218
MOBILITY_FREIGHT_ELD,SHIP_BULK_CARRIER_MEOH_ELD,2549.9438129743885
MOBILITY_FREIGHT_ELD,SHIP_CONTAINER_MEOH_ELD,1455.7608705881246
MOBILITY_FREIGHT_ELD,SHIP_OIL_TANKER_MEOH_ELD,1919.3601742034073
ELECTRICITY_HV,TRAFO_EH,193343.4953962012
ELECTRICITY_MV,TRAFO_HM,27747.023359165447
ELECTRICITY_HV,TRAFO_MH,2955.9046229276923
ELECTRICITY_LV,TRAFO_ML,99198.71474636097
MOBILITY_PASSENGER_LD,TRAIN_ELEC_LD,5.003283743968465
MOBILITY_FREIGHT_ELD,TRAIN_FREIGHT_ELEC_ELD,1506.253488228223
MOBILITY_FREIGHT_LD,TRAIN_FREIGHT_ELEC_LD,502.17635059234556
IND_BOILER_WASTE,WASTE,2332.0000000000005
CO2_TO_JETFUELS,WET_BIOMASS,6469.000000000001
DHN_BOILER_WOOD,WOOD,1848.3330371340967
FT,WOOD,15579.833051057396
IND_BOILER_WOOD,WOOD,55866.836058846464
GASIFICATION_H2,WOOD,822.997852962059
EUD_ELECTRICITY_EHV,ELECTRICITY_EHV,8673.908362743628
EUD_ELECTRICITY_EHV_EXPORT,ELECTRICITY_EHV_EXPORT,35556.0
EUD_ELECTRICITY_HV,ELECTRICITY_HV,89307.50471553394
EUD_ELECTRICITY_LV,ELECTRICITY_LV,36001.962519179404
EUD_ELECTRICITY_MV,ELECTRICITY_MV,21782.842380021462
EUD_HEAT_LOW_T_SC,HEAT_LOW_T_SC,7808.7815500899405
EUD_LIGHTING,LIGHTING,30977.366826947353
EUD_HEAT_HIGH_T,HEAT_HIGH_T,92627.36453243565
EUD_HEAT_LOW_T_HW,HEAT_LOW_T_HW,21046.314670256033
EUD_HEAT_LOW_T_SH,HEAT_LOW_T_SH,100748.96228963003
INDUSTRY,EUD_ELECTRICITY_EHV,8673.908362743628
INDUSTRY,EUD_ELECTRICITY_HV,89307.50471553394
HOUSEHOLDS,EUD_ELECTRICITY_LV,19364.74060376944
SERVICES,EUD_ELECTRICITY_LV,16637.221915409962
AGRICULTURE,EUD_ELECTRICITY_MV,2432.5565406092896
INDUSTRY,EUD_ELECTRICITY_MV,14132.151859291811
SERVICES,EUD_ELECTRICITY_MV,5218.13398012036
HOUSEHOLDS,EUD_HEAT_LOW_T_SC,3408.9434634233003
SERVICES,EUD_HEAT_LOW_T_SC,4399.83808666664
AGRICULTURE,EUD_LIGHTING,101.35091502867999
HOUSEHOLDS,EUD_LIGHTING,5894.133200687601
INDUSTRY,EUD_LIGHTING,7156.18942127359
SERVICES,EUD_LIGHTING,17825.693289957482
INDUSTRY,EUD_HEAT_HIGH_T,91048.72420212033
SERVICES,EUD_HEAT_HIGH_T,1578.6403303153202
AGRICULTURE,EUD_HEAT_LOW_T_HW,148.93103436071
HOUSEHOLDS,EUD_HEAT_LOW_T_HW,15882.028040329442
INDUSTRY,EUD_HEAT_LOW_T_HW,757.8562385968801
SERVICES,EUD_HEAT_LOW_T_HW,4257.4993569690005
AGRICULTURE,EUD_HEAT_LOW_T_SH,1340.39154378466
HOUSEHOLDS,EUD_HEAT_LOW_T_SH,64707.51130215064
INDUSTRY,EUD_HEAT_LOW_T_SH,3962.9137601122397
SERVICES,EUD_HEAT_LOW_T_SH,30738.145683582483
